# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_both_y,Jm_both_x,En_both_z,En_both_x
0.002,0.0,3.73336887697226e-07,-1.00640288998494e-10,2.1528852513514302e-10,-2.61333413757405e-09,0.0,0.0
0.022,0.0,1.05992721524563e-05,-1.20752656239373e-10,1.8467568537376e-10,-3.6221606257504504e-07,0.0,3.682833687775204e-12
0.042,0.0,2.61634792217965e-05,-7.7421355864385e-11,3.9816367807121003e-10,-1.52172772649288e-06,0.0,6.404860952725893e-11
0.062,0.0,4.7061743362833896e-05,-4.40908581254903e-11,9.201499017680701e-10,-3.74180200649306e-06,0.0,3.9202452096035047e-10
0.082,0.0,7.32884003671915e-05,1.78758512719401e-11,2.0213229155292803e-09,-7.254759998699479e-06,-0.0,1.5036736675228392e-09
0.102,0.0,0.000104836337950704,6.75032233262747e-11,3.96143207155419e-09,-1.2253152554413901e-05,-0.0,4.398360861130957e-09
0.122,0.0,0.00014169699751098602,1.0173664376342e-10,7.049653517779499e-09,-1.8887310120374697e-05,-0.0,1.075634411277181e-08
0.142,0.0,0.00018386037624308602,7.434789371206091e-12,1.15657654979455e-08,-2.7272303152798003e-05,-0.0,2.3147143678953233e-08
0.162,0.0,0.000231315029611945,-2.04179915706389e-10,1.75074819233173e-08,-3.74879319584154e-05,-0.0,4.524058663215615e-08
0.182,0.0,0.00028404807418118,-6.325865032406421e-10,2.4641630922222902e-08,-4.95834119803659e-05,-0.0,8.201239150686758e-08
0.202,0.0,0.00034204519079754304,-1.4293942745710401e-09,3.26298167527634e-08,-6.358335682011811e-05,-0.0,1.3994206813930638e-07
0.222,0.0,0.000405290628131675,-2.6962738597438297e-09,4.08184075517883e-08,-7.94864060712443e-05,-0.0,2.2719625050866038e-07
0.242,0.0,0.00047376720657083,-4.5050741645760905e-09,4.8195277263391295e-08,-9.726463098590591e-05,-0.0,3.5378782813390935e-07
0.262,0.0,0.0005474563224668469,-7.0693494787202105e-09,5.36427974412184e-08,-0.00011686621958261799,-0.0,5.31707872619187e-07
0.282,0.0,0.0006263379527344231,-1.05197491562331e-08,5.572300635304379e-08,-0.000138215724372277,-0.0,7.750253541914464e-07
0.302,0.0,0.000710390659802945,-1.50515112963238e-08,5.27073474245328e-08,-0.000161215282856209,-0.0,1.099948408041003e-06
0.322,0.0,0.000799591596915108,-2.08578869354132e-08,4.28033194981047e-08,-0.000185748093038584,-0.0,1.5248474458061402e-06
0.342,0.0,0.000893916513776111,-2.80701667792516e-08,2.3922367100560802e-08,-0.000211681508408556,-0.0,2.0702409785657688e-06
0.362,0.0,0.000993339762549348,-3.68582915843862e-08,-5.9570145456203794e-09,-0.000238869263819777,-0.0,2.7587430186235394e-06
0.382,0.0,0.00109783430419902,-4.74428543170879e-08,-4.88981295555632e-08,-0.00026715358853695496,-0.0,3.6149714787888466e-06
0.402,0.0,0.00120737171517243,-5.990381571707249e-08,-1.07012424240519e-07,-0.000296368944181053,-0.0,4.665420850043415e-06
0.422,0.0,0.0013219221944320801,-7.44003950532881e-08,-1.8222268752446198e-07,-0.00032634658385172005,-0.0,5.9383100288418744e-06
0.442,0.0,0.00144145457082039,-9.10100503231233e-08,-2.76315146123558e-07,-0.000356915794476418,-0.0,7.463405107808861e-06
0.462,0.0,0.00156593631077203,-1.0981549379797499e-07,-3.90954749950267e-07,-0.000387905349897031,-0.0,9.271813834329998e-06
0.482,0.0,0.0016953335263543401,-1.3089250559177699e-07,-5.2772678673812e-07,-0.000419146193062305,-0.0,1.1395761549299333e-05
0.502,0.0,0.00182961098365065,-1.54238638770918e-07,-6.8796323004404e-07,-0.000450473208269468,-0.0,1.3868353507315985e-05
0.522,0.0,0.00196873211146871,-1.79892859767833e-07,-8.728301934706621e-07,-0.00048172654339317304,-0.0,1.6723325360704374e-05
0.542,0.0,0.00211265901039054,-2.07844195165818e-07,-1.0832353327234501e-06,-0.000512752533506738,-0.0,1.9994785306034907e-05
0.562,0.0,0.00226135246214289,-2.38056441654736e-07,-1.3198403853962798e-06,-0.000543403521254985,-0.0,2.3716946096336116e-05
0.582,0.0,0.00241477193928998,-2.70451404228798e-07,-1.58291748540744e-06,-0.000573538256754628,-0.0,2.792384728712701e-05
0.602,0.0,0.00257287561526484,-3.0497798584306996e-07,-1.8724758595223e-06,-0.000603023444040184,-0.0,3.264907857521519e-05
0.622,0.0,0.0027356203747144698,-3.41527386983412e-07,-2.18829232482849e-06,-0.000631735929490361,-0.0,3.79255163317859e-05
0.642,0.0,0.00290296182415331,-3.79979466565613e-07,-2.52959639427766e-06,-0.000659563551436419,-0.0,4.378507926684991e-05
0.662,0.0,0.00307485430295453,-4.2015013857748e-07,-2.89541738148187e-06,-0.000686405773482209,-0.0,5.025849837051345e-05
0.682,0.0,0.0032512508946338603,-4.6186871869539393e-07,-3.28451801422125e-06,-0.000712175284456296,-0.0,5.7375116182683075e-05
0.702,0.0,0.00343210343846583,-5.04909147340984e-07,-3.6952196863310898e-06,-0.0007367982127082241,-0.0,6.516271599553329e-05
