# Units: Time [fs], Current Jm [1/fs*Angstrom^2], Electric field El_f[V/Angstrom], Energy En[eV]
time,El_f_pump_z,El_f_probe_x,Jm_both_z,Jm_both_y,Jm_both_x,En_both_z,En_both_x
0.002,0.0,3.73336887697226e-07,1.0537027779189499e-10,1.2804188790240598e-09,-2.92115629296052e-09,-0.0,0.0
0.022,0.0,1.05992721524563e-05,4.11990348950596e-10,9.9870147709747e-10,-3.62452705842744e-07,-0.0,3.687032514316857e-12
0.042,0.0,2.61634792217965e-05,1.6036582582321898e-09,8.441774364798071e-10,-1.5220908734718501e-06,-0.0,6.407213979205981e-11
0.062,0.0,4.7061743362833896e-05,3.9621132103678295e-09,7.33436959968181e-10,-3.74203000041887e-06,-0.0,3.9208474258870844e-10
0.082,0.0,7.32884003671915e-05,8.408852098386179e-09,7.70238415037408e-10,-7.25479228548517e-06,-0.0,1.503756347036765e-09
0.102,0.0,0.000104836337950704,1.65666868619881e-08,1.1522455897365302e-09,-1.22530267167399e-05,-0.0,4.398420483523635e-09
0.122,0.0,0.00014169699751098602,3.0195859686302205e-08,2.20064007157883e-09,-1.8887439523795998e-05,-0.0,1.0756399206076249e-08
0.142,0.0,0.00018386037624308602,5.09073105308633e-08,4.003177403032979e-09,-2.7272849925246e-05,-0.0,2.3147385969034427e-08
0.162,0.0,0.000231315029611945,7.955088659337509e-08,6.5334209523303595e-09,-3.74892608107274e-05,-0.0,4.5241461012513495e-08
0.182,0.0,0.00028404807418118,1.15950703677617e-07,9.66958083025271e-09,-4.95862253269469e-05,-0.0,8.201501263849344e-08
0.202,0.0,0.00034204519079754304,1.59341279956246e-07,1.33468447684147e-08,-6.35886835843547e-05,-0.0,1.399488740541067e-07
0.222,0.0,0.000405290628131675,2.08103067717781e-07,1.74390802544501e-08,-7.94952614886525e-05,-0.0,2.272117760734034e-07
0.242,0.0,0.00047376720657083,2.59496817460002e-07,2.1448929262285e-08,-9.72782499001886e-05,-0.0,3.5381953265144613e-07
